site_id,lat,lon,n_observations,n_after_gapfill,n_interpolated,gap_fill_method,span_years,completeness,max_gap_spacing,year_min,year_max,mean_alt,median_alt,std_alt,class_classification,class_confidence,class_p_rapid_thickening,class_p_gradual_thickening,class_p_thickening,class_p_no_trend,class_p_gradual_thinning,class_p_rapid_thinning,class_p_thinning,class_flag_significant,class_flag_low_power,class_evidence,trend_sen_slope,trend_mk_pvalue,trend_mk_z,trend_sen_ci_lower,trend_sen_ci_upper,trend_sen_ci_excludes_zero,trend_min_meaningful_slope,trend_min_slope_residual,trend_min_slope_bootstrap,trend_quant_floor,trend_trend_significant,trend_slope_meaningful,trend_has_longterm_direction,trend_low_power,trend_n_years,trend_span_years,rev_early_sen_slope,rev_early_ci_lower,rev_early_ci_upper,rev_early_ci_excludes_zero,rev_recent_sen_slope,rev_recent_ci_lower,rev_recent_ci_upper,rev_recent_ci_excludes_zero,rev_recent_direction,rev_reversal,rev_early_n,rev_recent_n,MainRegion
68.92550000_161.50460000,68.9255,161.5046,25,25,0,none,25,1,1,1998,2022,121.08,123,25.6692422950114,gradual_thickening,high,0.114,0.59,0.704,0.233,0.063,0,0.063,True,False,Sen=0.701 cm/yr; SIG,0.700892857142857,0.024380641462572,2.25107730665648,-0.5,1.91666666666667,False,0.114275037958311,0.114275037958311,0.59304,0.04,True,True,True,False,25,25,2.8,1.5,4,True,1,-15,13.3333333333333,False,0,False,7,7,Russia
69.08333000_158.90000000,69.08333,158.9,22,28,6,pchip,28,0.785714285714286,3,1996,2023,79.2634920634921,78.5,13.1189202077766,gradual_thickening,moderate,0.146,0.375,0.521,0.204,0.208,0.067,0.275,False,False,Sen=0.437 cm/yr,0.436574074074075,0.33364302442242,0.966802000079961,-1.5025,2.37800925925926,False,0.136028537335715,0.136028537335715,0.881345550714112,0.0259889140841521,False,True,False,False,28,28,1.33333333333333,-2.2310405643739,8.18342151675485,False,1.76,0.399999999999999,5.33333333333333,True,1,False,7,7,Russia
69.12883000_-148.59280000,69.12883,-148.5928,27,29,2,pchip,29,0.931034482758621,2,1995,2023,21.7729742448875,22,5.06274412650766,transitional,moderate,0,0.612,0.612,0.377,0.01,0.001,0.011,False,False,Sen=0.250 cm/yr; REVERSAL,0.25,0.184415021767818,1.32728319183916,0,0.666666666666667,False,0.170884090909091,0.0511896468425047,0.170884090909091,0.0172413793103448,False,True,False,False,29,29,0.333333333333333,0.333333333333333,1.625,True,-1.2,-1.85406327543424,-0.5,True,-1,True,7,7,Alaska
69.14660000_-148.84830000,69.1466,-148.8483,22,24,2,pchip,27,0.814814814814815,4,1996,2022,63.7740384615385,66,6.75103077914112,gradual_thickening,moderate,0.02,0.518,0.538,0.441,0.021,0,0.021,False,False,Sen=0.375 cm/yr,0.375,0.124694982948579,1.53536179430293,-0.0866943187531423,1,False,0.0531491439062783,0.0531491439062783,0.292027272727273,0.0185185185185185,False,True,False,False,24,27,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Alaska
69.16666670_154.43330000,69.1666667,154.4333,19,19,0,none,19,1,1,2005,2023,72.2105263157895,71.8,5.37131214435046,no_trend,low,0.007,0.14,0.147,0.643,0.193,0.017,0.21,False,False,Sen=0.025 cm/yr,0.0250000000000004,0.955742306733988,0.0554972676032884,-0.850000000000001,0.618181818181818,False,0.29652,0.138736162570979,0.29652,0.0210526315789473,False,False,False,False,19,19,-0.0500000000000007,-2.4,5.2,False,1.2,1,3.55,True,1,False,7,7,Russia
69.21889000_-134.29110000,69.21889,-134.2911,11,11,0,none,11,1,1,1998,2008,89.8636363636364,88,7.48695835800797,gradual_thinning,moderate,0.089,0.223,0.312,0.058,0.231,0.399,0.63,False,True,Sen=-0.500 cm/yr; LOW_PWR,-0.5,0.660577396623131,-0.439116123689785,-3.12708333333333,1.75,False,0.255651735232111,0.255651735232111,1.82854,0.136363636363636,False,True,False,True,11,11,-4.625,-6.5,3.5,False,5.125,-3.5,13.75,False,0,False,5,5,Canada
69.31667000_154.98330000,69.31667,154.9833,22,26,4,pchip,26,0.846153846153846,3,1998,2023,76.1307594705537,75.5,6.12357094739866,no_trend,low,0.013,0.098,0.111,0.618,0.267,0.004,0.271,False,False,Sen=0.020 cm/yr,0.0200564971751419,0.84434017536312,0.196344957232718,-0.714285714285714,0.600000000000001,False,0.0768764968316237,0.0768764968316237,0.329466666666667,0.0230769230769231,False,False,False,False,26,26,-0.690235690235696,-2.32744107744108,3.5,False,2.15,0.599999999999994,3,True,1,False,7,7,Russia
69.36917000_-134.94860000,69.36917,-134.9486,11,11,0,none,11,1,1,1998,2008,130,130,1.83030052177231,no_trend,low,0,0.002,0.002,0.917,0.076,0.005,0.081,False,True,Sen=-0.056 cm/yr; LOW_PWR,-0.0555555555555556,0.118627742436763,-1.560559408648,-0.5,0,False,0.060230625,0.0586928385148434,0.060230625,0.0454545454545455,False,False,False,True,11,11,-0.208333333333333,-1.375,1.25,False,0,-2.475,3.25,False,0,False,5,5,Canada
69.38333000_158.46670000,69.38333,158.4667,20,25,5,pchip,28,0.714285714285714,4,1996,2023,52.6353638508928,51.2,8.41313806560795,no_trend,moderate,0.006,0.114,0.12,0.784,0.093,0.003,0.096,True,False,Sen=-0.164 cm/yr; SIG,-0.16421052631579,0.0762285276119987,-1.77300108180802,-0.470392759562842,0.5,False,0.25063,0.102454439623305,0.25063,0.0137909463148316,True,False,False,False,25,28,-2.35445859872611,-5.72485620932094,3.87909836065574,False,-0.5,-5.4,0.0833333333333333,False,0,False,7,7,Russia
69.38353000_158.46670000,69.38353,158.4667,18,21,3,pchip,25,0.72,5,1999,2023,57.4777121374866,56,6.52033584023742,no_trend,moderate,0,0.046,0.046,0.258,0.67,0.026,0.696,False,False,Sen=-0.207 cm/yr,-0.206666666666667,0.471185877904129,-0.72055089092297,-1.20986842105263,0.25,False,0.09475708984632,0.09475708984632,0.388571538461539,0.02,False,True,False,False,21,25,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Russia
69.39570000_-152.14280000,69.3957,-152.1428,19,19,0,none,19,1,1,1998,2016,36.1052631578947,35,4.06741436899694,no_trend,low,0.014,0.383,0.397,0.557,0.042,0.004,0.046,False,False,Sen=-0.071 cm/yr,-0.0714285714285714,0.697222941518023,-0.389071924411646,-0.285714285714286,1,False,0.34594,0.0982072722949929,0.34594,0.0263157894736842,False,False,False,False,19,19,-1,-2,4,False,-1,-1.5,1.5,False,0,False,7,7,Alaska
69.43333000_88.46667000,69.43333,88.46667,19,19,0,none,19,1,1,2005,2023,155,160,11.8309856826142,no_trend,low,0.01,0.05,0.06,0.939,0.001,0,0.001,False,False,Sen=0.000 cm/yr,0,0.142751960478252,1.46561955630609,0,0.625,False,0.333217535752582,0.333217535752582,0.192634164614977,0.263157894736842,False,False,False,False,19,19,0,0,5,False,0,0,0,False,0,False,7,7,Russia
69.44100000_-148.67033000,69.441,-148.67033,29,29,0,none,29,1,1,1995,2023,85.0344827586207,84,6.10317691640234,no_trend,moderate,0.016,0.306,0.322,0.616,0.059,0.003,0.062,False,False,Sen=0.073 cm/yr,0.0727513227513227,0.708248287144666,0.374209727842405,-0.333333333333333,0.934404761904759,False,0.0613854946189505,0.0613854946189505,0.263982608695652,0.0172413793103448,False,True,False,False,29,29,-0.5,-5.66666666666667,2,False,-0.833333333333333,-3.66666666666667,1.5,False,0,False,7,7,Alaska
69.48333000_156.98330000,69.48333,156.9833,19,22,3,pchip,26,0.730769230769231,5,1996,2021,61.275,60.2,3.4704106385268,no_trend,low,0.001,0.063,0.064,0.909,0.027,0,0.027,False,False,Sen=0.075 cm/yr,0.0750000000000002,0.299337786015877,1.03785452841262,-0.000812499999999961,0.383333333333332,False,0.124084848484849,0.0597416701373331,0.124084848484849,0.0144230769230769,False,False,False,False,22,26,-1.25,-4,0,False,-0.4,-2.33333333333333,1.08333333333333,False,0,False,5,7,Russia
69.50060000_-148.55920000,69.5006,-148.5592,28,28,0,none,28,1,1,1996,2023,98.25,98.5,6.62556776043745,gradual_thickening,high,0.007,0.852,0.859,0.133,0.008,0,0.008,True,False,Sen=0.512 cm/yr; SIG,0.511904761904762,0.117513296671769,1.56529695551993,0.2,1,True,0.202172727272727,0.0633105616979737,0.202172727272727,0.0178571428571429,True,True,True,False,28,28,-0.666666666666667,-2.5,2.16666666666667,False,0.666666666666667,-1,0.666666666666667,False,0,False,7,7,Alaska
69.67390000_-148.72190000,69.6739,-148.7219,26,27,1,pchip,27,0.962962962962963,2,1996,2022,102.111111111111,100,11.1435850236577,no_trend,low,0.025,0.383,0.408,0.392,0.185,0.015,0.2,False,False,Sen=0.000 cm/yr,0,0.88065795462505,-0.150135193035375,-0.981,1.14285714285714,False,0.123038862095476,0.123038862095476,0.596409545454545,0.037037037037037,False,False,False,False,27,27,-6,-11,-1.875,True,-2.5,-3.83333333333333,-0.75,True,-1,False,7,7,Alaska
69.71667000_66.75000000,69.71667,66.75,29,29,0,none,29,1,1,1995,2023,173.034482758621,179,10.8643675728788,no_trend,low,0.074,0.182,0.256,0.65,0.092,0.002,0.094,False,False,Sen=0.000 cm/yr,0,0.983915590203518,0.0201601837324087,-0.4,1.42857142857143,False,0.27181,0.0772358101624828,0.27181,0.0344827586206897,False,False,False,False,29,29,0,-5.54166666666667,11.5,False,0,0,0,False,0,False,7,7,Russia
69.71972000_-134.46190000,69.71972,-134.4619,10,11,1,pchip,11,0.909090909090909,2,1998,2008,74.4545454545455,73.5,6.53243654946049,no_trend,low,0.186,0.277,0.463,0.222,0.164,0.151,0.315,False,True,Sen=0.111 cm/yr; LOW_PWR,0.111111111111111,0.942387603374507,0.072269290536596,-2.25,2.1,False,0.31415529128228,0.31415529128228,1.4826,0.0909090909090909,False,False,False,True,11,11,-4.75,-8.25,6.33750000000011,False,2.25,-12,7.5,False,0,False,5,5,Canada
69.75160000_-154.61760000,69.7516,-154.6176,18,18,0,none,18,1,1,1999,2016,119.166666666667,120,2.43141208064005,no_trend,low,0,0.001,0.001,0.999,0,0,0,False,False,Sen=0.000 cm/yr,0,0.176977337146269,1.35012048905711,0,0,False,0.0677256427700361,0.0677256427700361,0.00651857137355738,0.0555555555555556,False,False,False,False,18,18,0,-1,0.787499999999994,False,0,0,0,False,0,False,7,7,Alaska
69.77760000_-144.79330000,69.7776,-144.7933,12,12,0,none,15,0.8,4,2002,2016,50.1666666666667,46,12.6191292981102,no_trend,low,0.181,0.118,0.299,0.21,0.31,0.181,0.491,False,False,Sen=-0.136 cm/yr,-0.136363636363636,0.834082147580745,-0.209468981317078,-3.57142857142857,5,False,1.07825454545455,0.290635823978955,1.07825454545455,0.1,False,False,False,False,12,15,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Alaska
69.85000000_159.50000000,69.85,159.5,22,25,3,pchip,25,0.88,3,1999,2023,67.5720474055093,62,26.507701141823,no_trend,low,0.042,0.192,0.234,0.359,0.334,0.073,0.407,False,False,Sen=0.061 cm/yr,0.0606617647058824,0.851708737606734,0.186938646685177,-1.56416126619602,1.25,False,0.105115190880106,0.105115190880106,0.661467692307692,0.04,False,False,False,False,25,25,5.5,0.859657864142171,7.91008553396446,True,0.6,-2,4,False,0,False,7,7,Russia
69.88940000_-142.98390000,69.8894,-142.9839,15,15,0,none,15,1,1,2001,2015,47.8666666666667,45,12.6483576950113,rapid_thickening,moderate,0.699,0.236,0.935,0.03,0.016,0.019,0.035,False,False,Sen=1.889 cm/yr,1.88888888888889,0.102789408849274,1.63147842411035,0,3.625,False,0.243138689219265,0.243138689219265,1.39468942307692,0.0666666666666667,False,True,False,False,15,15,5.6,2.75,7,True,0,-5,8,False,0,False,7,7,Alaska
69.98962000_-153.09380000,69.98962,-153.0938,19,19,0,none,19,1,1,1998,2016,43.1578947368421,42,5.8429744888364,gradual_thinning,high,0.004,0.042,0.046,0.448,0.486,0.02,0.506,True,False,Sen=-0.375 cm/yr; SIG,-0.375,0.0763909227908079,-1.77202189494519,-0.75,0.285714285714286,False,0.291451282051282,0.111751524984894,0.291451282051282,0.0263157894736842,True,True,True,False,19,19,1,-2,7,False,-1,-1.45,0.666666666666667,False,0,False,7,7,Alaska
70.03660000_-157.08140000,70.0366,-157.0814,13,13,0,none,13,1,1,2004,2016,48.7692307692308,50,6.53393508479444,no_trend,moderate,0.114,0.184,0.298,0.198,0.428,0.076,0.504,False,False,Sen=-0.208 cm/yr,-0.208333333333333,0.792196327747233,-0.263459639767815,-1.43035714285714,1.875,False,0.144101460174429,0.144101460174429,0.9884,0.0769230769230769,False,True,False,False,13,13,4.33333333333333,0,7.5,False,-1.5,-4,-0.5,True,-1,False,6,6,Alaska
70.08333000_159.58330000,70.08333,159.5833,23,25,2,pchip,25,0.92,2,1999,2023,57.44,57,7.56158052261563,no_trend,low,0.012,0.096,0.108,0.423,0.431,0.038,0.469,False,False,Sen=0.000 cm/yr,0,1,0,-1.2,0.5,False,0.0992362720035342,0.0992362720035342,0.44831,0.02,False,False,False,False,25,25,2.5,2.5,4.8125,True,0.559999999999999,-0.600000000000001,1.275,False,0,False,7,7,Russia
70.08333000_159.91670000,70.08333,159.9167,22,24,2,pchip,24,0.916666666666667,2,2000,2023,64.1583333333333,64.7,11.6689449121298,no_trend,low,0.037,0.143,0.18,0.356,0.346,0.118,0.464,False,False,Sen=-0.148 cm/yr,-0.148351648351648,0.584652555188284,-0.546601475477759,-2,1.1,False,0.548562,0.177157831987439,0.548562,0.0416666666666667,False,False,False,False,24,24,3.375,-2.33333333333333,6.5,False,-0.533333333333334,-4,4.4,False,0,False,7,7,Russia
70.16130000_-148.46530000,70.1613,-148.4653,24,27,3,pchip,27,0.888888888888889,3,1996,2022,85.9377967711301,86,5.09991265593249,gradual_thickening,moderate,0.004,0.662,0.666,0.302,0.032,0,0.032,False,False,Sen=0.357 cm/yr,0.357142857142857,0.159782255612654,1.40580426374722,0,0.75,False,0.185325,0.0537492804148324,0.185325,0.0185185185185185,False,True,False,False,27,27,0,-1,3.5,False,-0.333333333333333,-4.5,0.993827160493826,False,0,False,7,7,Alaska
70.19590000_-161.07810000,70.1959,-161.0781,19,19,0,none,19,1,1,1998,2016,52.8421052631579,54,8.27488273092292,gradual_thickening,moderate,0.379,0.503,0.882,0.064,0.038,0.016,0.054,False,False,Sen=0.933 cm/yr,0.933333333333333,0.220759810231411,1.2245102282061,-0.375,2.5,False,0.0758028783903878,0.0758028783903878,0.645829545454545,0.0263157894736842,False,True,False,False,19,19,0.333333333333333,-0.875,6.5,False,-2.4,-3,-1.33333333333333,True,-1,False,7,7,Alaska
70.27417000_68.89078000,70.27417,68.89078,9,9,0,none,9,1,1,2014,2022,59.6666666666667,61,6.70820393249937,gradual_thickening,low,0.31,0.35,0.66,0.085,0.138,0.117,0.255,False,True,Sen=0.833 cm/yr; LOW_PWR,0.833333333333333,0.529368106184798,0.628970902033151,-2,5,False,1.30963,0.469321415058977,1.30963,0.166666666666667,False,False,False,True,9,9,NaN,NaN,NaN,False,NaN,NaN,NaN,False,0,False,0,0,Russia
70.27500000_-148.91900000,70.275,-148.919,28,29,1,pchip,29,0.96551724137931,2,1995,2023,56.801439939371,57,6.00540289214614,no_trend,moderate,0.01,0.566,0.576,0.415,0.009,0,0.009,False,False,Sen=0.250 cm/yr,0.25,0.265363419353452,1.11380367661485,0,1,False,0.218318465909091,0.0704437171654546,0.218318465909091,0.0172413793103448,False,True,False,False,29,29,-1,-5,1.125,False,-1.25274725274725,-3.68543956043956,1.5,False,0,False,7,7,Alaska
70.27550000_68.89164000,70.2755,68.89164,16,16,0,none,16,1,1,2007,2022,104.6875,102.5,18.0618151542603,no_trend,low,0.221,0.306,0.527,0.195,0.217,0.061,0.278,False,False,Sen=0.286 cm/yr,0.286363636363636,0.542670873751725,0.608779092240001,-1.45833333333333,2.51136363636363,False,1.2355,0.368226586742915,1.2355,0.09375,False,False,False,False,16,16,3.33333333333333,-0.333333333333333,9.5,False,0,-34,3,False,0,False,7,7,Russia
70.28333000_-148.86670000,70.28333,-148.8667,28,29,1,pchip,29,0.96551724137931,2,1995,2023,107.587511863334,103,10.3525493428251,no_trend,low,0.025,0.535,0.56,0.422,0.014,0.004,0.018,False,False,Sen=0.125 cm/yr,0.125,0.259181366735718,1.12832813235912,0,1.24086538461538,False,0.515837767379679,0.132117470085136,0.515837767379679,0.0172413793103448,False,False,False,False,29,29,-2.16666666666667,-2.75,8.00624999999977,False,-2.25,-7.60607798165137,1.5,False,0,False,7,7,Alaska
70.28333000_68.90000000,70.28333,68.9,29,30,1,pchip,30,0.966666666666667,2,1993,2022,144.833333333333,146.5,17.2688344620638,transitional,high,0.389,0.492,0.881,0.086,0.03,0.003,0.033,True,False,Sen=1.250 cm/yr; SIG; REVERSAL,1.25,0.0512626504873046,1.94927451393062,0,2,False,0.133540702705452,0.133540702705452,0.658933333333333,0.05,True,True,True,False,30,30,5.75,5.25,12,True,-2,-4,-0.25,True,-1,True,7,7,Russia
70.28350000_-148.89280000,70.2835,-148.8928,28,29,1,pchip,29,0.96551724137931,2,1995,2023,67.6551724137931,68,6.70967245351795,no_trend,low,0,0.078,0.078,0.773,0.149,0,0.149,False,False,Sen=0.000 cm/yr,0,0.796384201620747,-0.258029420417545,-0.500961538461538,0.4,False,0.21153525,0.0866082923710278,0.21153525,0.0344827586206897,False,False,False,False,29,29,-1.2,-4,0.0833333333333333,False,0,-1,0,False,0,False,7,7,Alaska
70.29550000_68.88347000,70.2955,68.88347,16,16,0,none,16,1,1,2007,2022,104.5,100.5,18.0739222823013,rapid_thickening,high,0.825,0.112,0.937,0.024,0.017,0.022,0.039,True,False,Sen=2.875 cm/yr; SIG,2.875,0.080455203047183,1.74805096327523,0,4.25,False,0.90015,0.358942653547491,0.90015,0.09375,True,True,True,False,16,16,2.5,-1,7,False,5.8,-25.5,11.825,False,0,False,7,7,Russia
70.30139000_68.84131000,70.30139,68.84131,16,16,0,none,16,1,1,2007,2022,138.125,138.5,15.5214904782584,rapid_thickening,moderate,0.483,0.316,0.799,0.059,0.06,0.082,0.142,False,False,Sen=1.400 cm/yr,1.4,0.147236991881824,1.44936029122449,-2.6,5,False,1.1649,0.383988263632032,1.1649,0.09375,False,True,False,False,16,16,4.6,0,12,False,-2.75,-16.5,5.5,False,0,False,7,7,Russia
70.33523000_-152.05200000,70.33523,-152.052,19,19,0,none,19,1,1,1998,2016,29.9473684210526,29,2.65567911821955,no_trend,moderate,0,0.259,0.259,0.719,0.022,0,0.022,False,False,Sen=0.077 cm/yr,0.0769230769230769,0.126744525252688,1.52706630234151,-0.172857142857143,0.5,False,0.0528028433532976,0.0528028433532976,0.2118,0.0263157894736842,False,True,False,False,19,19,0,-1,3.5,False,-0.8,-1.125,0.5,False,0,False,7,7,Alaska
70.36667000_-148.56670000,70.36667,-148.5667,28,29,1,pchip,29,0.96551724137931,2,1995,2023,94.1212549462973,93,9.37003599125621,no_trend,moderate,0.023,0.643,0.666,0.263,0.068,0.003,0.071,False,False,Sen=0.296 cm/yr,0.295833333333333,0.311538511410526,1.0119990421402,-0.416666666666667,1.063125,False,0.0947015900106823,0.0947015900106823,0.4942,0.0172413793103448,False,True,False,False,29,29,-2.3,-3.6875,-1.9375,True,-0.3,-4.60416666666667,0.752732240437159,False,0,False,7,7,Alaska
70.45000000_-157.40000000,70.45,-157.4,29,29,0,none,29,1,1,1995,2023,116.465517241379,117.5,17.4667699986916,gradual_thickening,low,0.146,0.683,0.829,0.148,0.02,0.003,0.023,False,False,Sen=0.444 cm/yr,0.444444444444444,0.281390378695367,1.07720122375758,0,1.6547619047619,False,0.472057272727273,0.177924008652539,0.472057272727273,0.0301724137931034,False,False,False,False,29,29,0,-6.66666666666667,1.125,False,-2.16666666666667,-5.4375,3.25,False,0,False,7,7,Alaska
70.55000000_147.43330000,70.55,147.4333,16,18,2,pchip,18,0.888888888888889,3,2004,2021,68.5492402659069,68.7421652421652,4.08584231373498,no_trend,low,0.007,0.085,0.092,0.565,0.34,0.003,0.343,False,False,Sen=0.060 cm/yr,0.0599999999999994,0.801312199391232,0.251649234396608,-0.666666666666667,0.506249999999994,False,0.0742048618755994,0.0742048618755994,0.304782512402128,0.0277777777777778,False,False,False,False,18,18,1.16666666666667,0,1.66666666666667,False,1.51566951566952,-1.5,1.8019943019943,False,0,False,7,7,Russia
70.56850000_-152.96500000,70.5685,-152.965,13,13,0,none,13,1,1,2004,2016,31.4615384615385,32,4.23507938956254,gradual_thickening,moderate,0.062,0.543,0.605,0.208,0.145,0.042,0.187,False,False,Sen=0.477 cm/yr,0.477272727272727,0.434797292364308,0.781008845285243,-1.25,1.46607142857143,False,0.10551577184948,0.10551577184948,0.79425,0.0384615384615385,False,True,False,False,13,13,2,0,3,False,-1.33333333333333,-3,3,False,0,False,6,6,Alaska
70.62850000_-156.83530000,70.6285,-156.8353,11,11,0,none,11,1,1,2004,2014,41.0909090909091,41,2.25630429927106,no_trend,moderate,0.001,0.681,0.682,0.289,0.027,0.002,0.029,False,True,Sen=0.286 cm/yr; LOW_PWR,0.285714285714286,0.449954548405616,0.755490803283891,-0.125,0.791666666666667,False,0.23298,0.131834804689517,0.23298,0.0454545454545455,False,True,False,True,11,11,-0.833333333333333,-3,0.75,False,-1,-2,2.33333333333333,False,0,False,5,5,Alaska
70.86450000_-153.90670000,70.8645,-153.9067,19,19,0,none,19,1,1,1998,2016,39.2631578947368,40,4.71218403318176,gradual_thickening,high,0.016,0.927,0.943,0.052,0.004,0.001,0.005,True,False,Sen=0.500 cm/yr; SIG,0.5,0.109471396659728,1.60057358528545,0.285714285714286,1.13392857142857,True,0.0546776700318274,0.0546776700318274,0.2471,0.0263157894736842,True,True,True,False,19,19,-1.5,-2,4.5,False,-0.4,-1.16666666666667,2,False,0,False,7,7,Alaska
71.31667000_-156.60000000,71.31667,-156.6,40,42,2,pchip,62,0.645161290322581,21,1962,2023,65.2173561473503,65,8.3632831169159,no_trend,low,0,0.046,0.046,0.952,0.002,0,0.002,False,False,Sen=0.000 cm/yr,0,0.846317397014348,-0.193819271061481,-0.176470588235294,0.3,False,0.0318960215794559,0.0318960215794559,0.146079705882353,0.00806451612903226,False,False,False,False,42,62,3.875,1.58333333333333,10.5,True,0,-4,1.5,False,0,False,7,7,Alaska
71.78550000_129.41920000,71.7855,129.4192,21,23,2,pchip,23,0.91304347826087,2,2001,2023,45.5444444444445,50,13.4199338306102,no_trend,moderate,0.105,0.235,0.34,0.42,0.161,0.079,0.24,False,False,Sen=0.188 cm/yr,0.1875,0.479022952737205,0.707874892510268,-2.72840909090909,2,False,0.0954086356100988,0.0954086356100988,0.522168461538461,0.0225845410628019,False,True,False,False,23,23,0,-1.375,11,False,1.5,0.25,4.2,True,1,False,7,7,Russia
71.78550000_71.41917000,71.7855,71.41917,19,20,1,pchip,20,0.95,2,2004,2023,52.26,51.5,7.44413580576932,gradual_thickening,moderate,0.069,0.275,0.344,0.264,0.342,0.05,0.392,False,False,Sen=0.343 cm/yr,0.343137254901961,0.535175221885714,0.620125413556446,-1.29375,1.36363636363636,False,0.133688999315619,0.133688999315619,0.823666666666667,0.025,False,True,False,False,20,20,1,-7,3.625,False,2.75,2.25,8.6,True,1,False,7,7,Russia
72.81072000_-79.32928000,72.81072,-79.32928,9,10,1,pchip,10,0.9,2,2009,2018,59.93125,60.25,4.71611175328198,gradual_thinning,high,0.002,0.009,0.011,0.044,0.792,0.153,0.945,True,True,Sen=-0.750 cm/yr; SIG; LOW_PWR,-0.75,0.0672531087161643,-1.82997880183305,-1.875,-0.25,True,0.306118400105812,0.306118400105812,0.2779875,0.05,True,True,True,True,10,10,-0.65625,-3.5,1.86249999999993,False,-0.3125,-9.66666666666667,7,False,0,False,5,5,Canada
73.00540000_-80.68725000,73.0054,-80.68725,9,11,2,pchip,11,0.818181818181818,3,2008,2018,71.6060606060606,67.5,11.5817066415862,rapid_thinning,high,0.01,0.009,0.019,0.005,0.004,0.972,0.976,True,True,Sen=-3.245 cm/yr; SIG; LOW_PWR,-3.24537037037037,0.0670888937604015,-1.83107805322216,-4.58333333333333,-1.5,True,0.813861111111115,0.25049011577073,0.813861111111115,0.102272727272727,True,True,True,True,11,11,-4.18055555555555,-6.63888888888889,-0.361111111111111,True,-1,-9.69999999999999,2.5,False,0,False,5,5,Canada
74.46600000_-20.56430000,74.466,-20.5643,29,29,0,none,29,1,1,1996,2024,102.793103448276,102,11.7818847338519,gradual_thickening,high,0.156,0.791,0.947,0.04,0.01,0.003,0.013,True,False,Sen=1.019 cm/yr; SIG,1.01923076923077,0.0427583814122152,2.02606248930779,0.25,1.76923076923077,True,0.328410683760684,0.0999330400410208,0.328410683760684,0.0172413793103448,True,True,True,False,29,29,0.2,-1.5,0.875,False,4.66666666666667,4,10.6666666666667,True,1,False,7,7,Greenland
74.47300000_-20.55280000,74.473,-20.5528,29,29,0,none,29,1,1,1996,2024,90.1724137931034,93,9.52466334432142,gradual_thickening,high,0.035,0.912,0.947,0.041,0.01,0.002,0.012,True,False,Sen=0.667 cm/yr; SIG,0.666666666666667,0.0444784523330974,2.00955363788454,0.294117647058824,1.19095238095238,True,0.0486941479307953,0.0486941479307953,0.2471,0.0172413793103448,True,True,True,False,29,29,1,0.125,7,True,0,-2,15,False,0,False,7,7,Greenland
77.52900000_14.49300000,77.529,14.493,11,13,2,pchip,13,0.846153846153846,2,1986,1998,163.989718202589,165,12.1470140788725,no_trend,low,0.164,0.139,0.303,0.192,0.108,0.397,0.505,False,False,Sen=0.106 cm/yr,0.105555555555556,0.666252313441374,0.431297162275734,-2.88366336633663,3,False,0.467093410029036,0.467093410029036,1.90267,0.192307692307692,False,False,False,False,13,13,3.33333333333333,-5,16,False,-5,-9.35416666666666,1.75,False,0,False,6,6,Svalbard
77.53100000_14.48300000,77.531,14.483,10,11,1,pchip,11,0.909090909090909,2,1986,1996,98.1613123718387,97,12.9256607049622,gradual_thinning,low,0.147,0.221,0.368,0.067,0.256,0.309,0.565,False,True,Sen=-1.000 cm/yr; LOW_PWR,-1,0.710954283139164,-0.370574761439446,-7,3.5,False,2.2239,0.646573076388976,2.2239,0.227272727272727,False,False,False,True,11,11,1.25,-23.5,17,False,6.38721804511278,-18,9.36278195488722,False,0,False,5,5,Svalbard
77.53300000_14.49300000,77.533,14.493,9,10,1,pchip,10,0.9,2,1987,1996,139.074514563107,129,25.499179734559,rapid_thickening,moderate,0.645,0.118,0.763,0.081,0.002,0.154,0.156,False,True,Sen=4.436 cm/yr; LOW_PWR,4.43628640776699,0.368504837964444,0.899277558058591,-10.3606492718446,15,False,0.862480385889155,0.862480385889155,7.9072,0.2,False,True,False,True,10,10,9.5,6,15,True,-17.686286407767,-27.254854368932,0,False,0,False,5,5,Svalbard
77.53900000_14.49300000,77.539,14.493,9,10,1,pchip,10,0.9,2,1987,1996,123.65,133,35.9846031889566,rapid_thickening,moderate,0.554,0.037,0.591,0.053,0.01,0.346,0.356,False,True,Sen=3.750 cm/yr; LOW_PWR,3.75,0.40287866619776,0.836491127298261,-11.75,22.5,False,2.09067705673439,2.09067705673439,9.2477175,0.75,False,True,False,True,10,10,-22.75,-51,11.8999999999982,False,6.875,-15,22.5,False,0,False,5,5,Svalbard
77.54300000_14.51300000,77.543,14.513,11,13,2,pchip,13,0.846153846153846,2,1986,1998,92.6602564102564,87.5833333333333,12.2298805649311,no_trend,low,0.1,0.154,0.254,0.271,0.265,0.21,0.475,False,False,Sen=0.000 cm/yr,0,1,0,-3.66666666666667,3,False,1.00159738636363,0.432791994706108,1.00159738636363,0.104166666666666,False,False,False,False,13,13,4,-3.5,13.25,False,1,-3,11.5833333333333,False,0,False,6,6,Svalbard
